"","Name","D_lmass","D_wing","D_tarsus","D_bill","D_tail"
"1","Plain Chachalaca",0.0746349813885807,10,2.7,1.6,10.7
"2","Australian Brush-turkey",0.103095509026974,13.7,12.1,3.09999999999999,8.5
"3","See-see Partridge",0.109705986917328,6,2.8,0.800000000000001,-0.5
"4","Chukar",0.0675280599859374,14,2.7,0.899999999999999,3.39999999999999
"5","Red-legged Partridge",0.161607352406391,8,3.1,0.6,8.8
"6","Black Francolin",0.137201121513485,10,4.6,2,4
"7","Grey Partridge",-0.020943173845243,5,1.1,0.5,5.90000000000001
"8","Common Quail",-0.0861291537299387,-2,-0.600000000000001,-0.0999999999999996,-2.5
"9","Stubble Quail",-0.0794925445756025,-2.2,-1.5,-0.699999999999999,-1.3
"10","Brown Quail",-0.0497615095590636,-2,0,0,-1.5
"11","Blue Grouse",0.416920892090201,21,8,2,31
"12","Willow Ptarmigan",0.134656885146257,13,3.8,0.4,11.9
"13","Rock Ptarmigan",0.0586334392498573,14,2.5,0.680000000000001,13.7
"14","Black Grouse",0.26671479960785,31,4.90000000000001,1.2,70
"15","Caucasian Grouse",0.121547337191288,6,2,1.1,63
"16","Western Capercaillie",0.758944355104713,90,17.3,11,128
"17","Wild Turkey",0.561171050783996,94,6.20000000000002,3.5,56.1
"18","Mountain Quail",0.0459947289038132,0.599999999999994,1.1,0,3.39999999999999
"19","Montezuma Quail",0.0663137004269032,4,1.07,0.279999999999999,-0.5
"20","Plumed Whistling-Duck",-0.0050633019565467,4,5,-3,-1.39999999999999
"21","Fulvous Whistling-Duck",-0.0219789067187746,-1,0.200000000000003,0.100000000000001,2.2
"22","Wandering Whistling-Duck",0.168104394601124,0,0.100000000000001,1,0.200000000000003
"23","White-faced Whistling-Duck",0.0356120717888766,-4.30000000000001,-0.299999999999997,0.300000000000004,-0.899999999999999
"24","White-headed Duck",0.217393493191611,3,1,1,6.90000000000001
"25","Maccoa Duck",0.392139653511014,14,3,5,6.5
"26","Blue-billed Duck",-0.0480861866676374,7,0.199999999999996,-0.100000000000001,1.90000000000001
"27","Musk Duck",0.43573517241092,38,7.8,6,10.3
"28","Freckled Duck",0.14048459764844,12,3.2,5.3,2.5
"29","Black Swan",0.195308752320765,24.2,6.89999999999999,5.5,0.599999999999994
"30","Egyptian Goose",0.229185865770172,17,5.3,1.7,2
"31","South African Shelduck",0.215634838554442,29.6,2,2.8,1.40000000000001
"32","Australian Shelduck",0.188627478211134,27,6.90000000000001,4,3.5
"33","Paradise Shelduck",0.210519136386856,27.2,6.09999999999999,3.7,11.9
"34","Radjah Shelduck",0.107265731761637,2.80000000000001,-0.600000000000001,-2,5.90000000000001
"35","Comb Duck",-0.199920648549058,73,12.8,7,27.7
"36","Green Pygmy-goose",0.0195445960729703,1.70000000000002,0.0999999999999979,-0.199999999999999,-0.899999999999991
"37","Cotton Pygmy-goose",0.248279524585752,6.16999999999999,0.969999999999999,-0.600000000000001,-1.3
"38","Maned Duck",0.0185763855729357,0,0.800000000000004,0.299999999999997,-2.59999999999999
"39","Blue Duck",0.155266128911124,16,2.8,3.2,9.5
"40","Pacific Black Duck",0.0444088413527233,13,2,2,2.2
"41","Yellow-billed Duck",0.155024576588284,48,2,3,3
"42","Cape Shoveler",0.141871724540741,11.7,3.1,4.1,6.5
"43","Australian Shoveler",0.00300300525976915,17,2.2,3.4,2.39999999999999
"44","Grey Teal",0.0798786791322028,11.4,1.6,2.5,6.40000000000001
"45","Brown Teal",0.239592882055013,19,1.9,2.1,16
"46","Red-billed Duck",0.086274945702205,12.3,2.6,0.799999999999997,5
"47","Eaton's Pintail",0.119545150649783,16.1,0.399999999999999,4.5,13.8
"48","Yellow-billed Pintail",0.166622647250851,16,1,1,11
"49","Pink-eared Duck",0.160773220587752,9,1.4,6,-0.600000000000001
"50","Southern Pochard",0.0283159201172882,8.59999999999999,0,0.700000000000003,2.5
"51","New Zealand Scaup",-0.0146630193100741,2.5,1,0.800000000000004,-1
"52","Chestnut-backed Buttonquail",-0.365489393031514,-8.2,-1.6,-1.5,-1.9
"53","Little Buttonquail",-0.359374000907898,-7.2,-0.900000000000002,-1.4,-5.6
"54","Spotted Honeyguide",0.0866521170612105,3.40000000000001,0.300000000000001,1.4,5.40000000000001
"55","Scaly-throated Honeyguide",0.0145381584460273,3,-0.300000000000001,0.4,3.10000000000001
"56","Greater Honeyguide",0.0438941935572252,5,0.300000000000001,1,5.59999999999999
"57","Lesser Honeyguide",0.0715936531870089,2.90000000000001,0.0999999999999996,0.6,3.6
"58","Thick-billed Honeyguide",-0.0858612906063922,4.39999999999999,0.5,0.699999999999999,4
"59","Willcocks's Honeyguide",0.22314355131421,6.90000000000001,0.4,0.7,8
"60","Least Honeyguide",0.0546584125378642,5.90000000000001,0.399999999999999,0.800000000000001,4.09999999999999
"61","Dwarf Honeyguide",0.11081436634029,7.2,-0.0499999999999989,0.649999999999999,6.6
"62","Pallid Honeyguide",0.304489190768162,1.8,0.100000000000001,0.3,2
"63","Lyre-tailed Honeyguide",0.0900516225508574,2.40000000000001,0.729999999999999,0.800000000000001,2.6
"64","Yellow-footed Honeyguide",0.0988458346366325,3.7,0.199999999999999,0.5,2.2
"65","Cassin's Honeyguide",0.072103293901344,-0.799999999999997,-0.199999999999999,-0.0999999999999996,-0.899999999999999
"66","Green-backed Honeyguide",-0.0981178559585234,1.3,-0.200000000000001,0.200000000000001,0
"67","Wahlberg's Honeyguide",-0.0210534091978323,1.8,0.399999999999999,1.3,2
"68","Eurasian Wryneck",0.0776829511349946,0.599999999999994,0.300000000000001,0.300000000000001,2.3
"69","Lewis's Woodpecker",0.0843637262991646,6.39999999999998,1.1,1.9,3.10000000000001
"70","Golden-fronted Woodpecker",0.11136340462205,2.8,0.5,3.06,2.5
"71","Red-naped Sapsucker",0.0260797127830519,-2,0.199999999999999,-0.100000000000001,-2.2
"72","Red-breasted Sapsucker",0.0103449198423924,0,0.100000000000001,1.4,-2.59999999999999
"73","Williamson's Sapsucker",0,0.600000000000023,0.5,1.4,-0.899999999999991
"74","Lesser Spotted Woodpecker",-0.0465200156348931,-0.599999999999994,-0.0999999999999996,0.199999999999999,-0.799999999999997
"75","Middle Spotted Woodpecker",0.00677968698537956,1,0.100000000000001,1.4,0.299999999999997
"76","White-backed Woodpecker",0.0280392200643931,2,0.400000000000002,2.5,2.09999999999999
"77","Great Spotted Woodpecker",0.00111544908386563,1,0.199999999999999,1.5,2
"78","Syrian Woodpecker",0.0716919284561159,2,0.600000000000001,1.9,2
"79","Downy Woodpecker",-0.0283706971292155,-0.599999999999994,0.100000000000001,0.32,-2
"80","Hairy Woodpecker",0.131486820250046,2.19,1.09,3.87,0.5
"81","White-headed Woodpecker",0.0622131845015721,0.900000000000006,0.700000000000003,2.5,-1.59999999999999
"82","Three-toed Woodpecker",0.135775604522264,2,0.700000000000003,2.8,2.40000000000001
"83","Black-backed Woodpecker",0.137201121513485,2.7,0.899999999999999,2.3,-0.899999999999991
"84","Northern Flicker",0.0574955682598652,-0.0900000000000034,0.509999999999998,-0.41,2.40000000000001
"85","Black Woodpecker",0.133090118806964,0,0.5,4.1,-2
"86","Eurasian Green Woodpecker",-0.0465200156348926,0,-0.199999999999999,0,0
"87","Grey-faced Woodpecker",0.00732604009207272,-1,-0.100000000000001,1.3,0.300000000000011
"88","Anchieta's Barbet",-0.100741569801532,1.2,0.350000000000001,1.2,-0.300000000000004
"89","Whyte's Barbet",-0.0440438157614396,-0.299999999999997,-1,0,0.600000000000001
"90","Green Barbet",-0.0222007099801926,0.800000000000011,0,0.300000000000001,0
"91","Moustached Green-Tinkerbird",0.0953101798043248,1,-0.0999999999999996,-0.0999999999999996,0.699999999999999
"92","African Green-Tinkerbird",-0.0459851132418234,1.2,0.0999999999999996,0.15,0.200000000000003
"93","Red-rumped Tinkerbird",0.0223472986919968,-1.2,-0.4,-0.700000000000001,0.600000000000001
"94","Yellow-rumped Tinkerbird",0.0239055208535546,0.600000000000001,0,0.700000000000001,1.1
"95","Yellow-fronted Tinkerbird",-0.023347363996991,1.2,0,0.4,1.1
"96","Yellow-spotted Barbet",0.0143543134516833,0.400000000000006,-1,0.199999999999999,0.299999999999997
"97","Hairy-breasted Barbet",0.089612158689687,1.09999999999999,0.199999999999999,0,-0.299999999999997
"98","Red-fronted Barbet",0.0265796378047121,0.200000000000003,0.5,0.5,-1
"99","Pied Barbet",0.0989642642599673,-0.400000000000006,0.799999999999997,0.600000000000001,0.600000000000001
"100","Spot-flanked Barbet",-0.0588405000229337,0.900000000000006,0.199999999999999,0.199999999999999,0.600000000000001
"101","Black-throated Barbet",0.194156014440957,1.19999999999999,-0.299999999999997,-0.300000000000001,1.3
"102","Banded Barbet",-0.451233526563745,-0.800000000000011,0.100000000000001,0.5,-0.200000000000003
"103","Black-billed Barbet",-0.00480770156810362,0.5,0.100000000000001,0.300000000000001,0.200000000000003
"104","Bearded Barbet",0.0490075791066946,0,0,1.3,-0.799999999999997
"105","Yellow-billed Barbet",-0.0308067716427578,4,0.5,0.600000000000001,1.10000000000001
"106","White-crested Hornbill",0.051825067864586,34,3,26,58
"107","Black Dwarf Hornbill",0.253988226665308,13,2,13,18
"108","Red-billed Dwarf Hornbill",0.134819222808951,7,1,7,6
"109","Red-billed Hornbill",0.316337328212157,15,3,16,19
"110","Eastern Yellow-billed Hornbill",0.348952897844822,17,2,15,27
"111","Southern Yellow-billed Hornbill",0.227894154072808,14,3,16,18
"112","Von der Decken's Hornbill",0.291124416642754,16,4,15,22
"113","Crowned Hornbill",0.174158246154794,21,1,13,9
"114","Bradfield's Hornbill",0.0356271776431507,22,2,13,19
"115","African Pied Hornbill",0.142824180199982,22,3,13,25
"116","African Grey Hornbill",0.241552300724279,19,3,21,18
"117","Pale-billed Hornbill",0.190952445993229,14,2,9,9
"118","Trumpeter Hornbill",0.26493861722045,25,4,24,18
"119","Silvery-cheeked Hornbill",0.118356594605288,29,5,22,16
"120","Black-casqued Hornbill",0.176956229105397,41,6,41,36
"121","Yellow-casqued Hornbill",0.182321556793955,40,6,47,37
"122","Eurasian Hoopoe",0.0211488244929763,5,1.6,5.1,2
"123","Green Woodhoopoe",0.188810872233705,9,1.7,11.6,9
"124","Violet Woodhoopoe",0.253549066082322,10,2.1,8.4,41
"125","White-headed Woodhoopoe",0.20727020215792,3,0.399999999999999,6.3,3
"126","European Roller",-0.0136056520557784,0,0.399999999999999,0,2
"127","Lilac-breasted Roller",0.046956983087771,3,2,0.899999999999999,2
"128","Rufous-crowned Roller",0,6,0.299999999999997,2,3
"129","Dollarbird",-0.0695201586069985,-1,-0.199999999999999,-0.399999999999999,-1.5
"130","Common Kingfisher",-0.0685037543336446,0.0999999999999943,0,1.7,-1.2
"131","Half-collared Kingfisher",0.138518934135562,-1.10000000000001,0.200000000000001,0.800000000000004,-0.400000000000006
"132","Shining Blue Kingfisher",-0.0703524910029913,-0.5,0.0999999999999996,1.09999999999999,-1.1
"133","Azure Kingfisher",-0.0265894541892395,-0.0999999999999943,-0.0999999999999996,3.3,-0.100000000000001
"134","Little Kingfisher",0.0689928714869517,0.600000000000001,0.0500000000000007,-1.25,-0.699999999999999
"135","Laughing Kookaburra",-0.13641622488749,-6,-0.699999999999999,-0.700000000000003,-1
"136","Blue-winged Kookaburra",-0.164014816089358,-4.80000000000001,-1.3,-3.69999999999999,1
"137","Woodland Kingfisher",-0.117155092150663,0,-0.299999999999999,1.2,0.799999999999997
"138","Brown-hooded Kingfisher",-0.0186340795448929,-0.5,-0.100000000000001,1.8,0.200000000000003
"139","Forest Kingfisher",0.00536194314138516,-0.299999999999997,0.0999999999999996,0.199999999999996,0.199999999999996
"140","Red-backed Kingfisher",-0.0615578929994336,0.700000000000003,0.199999999999999,0.199999999999996,0.900000000000006
"141","Collared Kingfisher",-0.0578673823205484,0,0.199999999999999,0.5,0.5
"142","Sacred Kingfisher",-0.0175828705578667,0.599999999999994,-0.200000000000001,-1.2,-0.0999999999999943
"143","Yellow-billed Kingfisher",0.0910838293011436,1.39999999999999,-0.300000000000001,-0.399999999999999,-0.700000000000003
"144","Buff-breasted Paradise-Kingfisher",-0.0180546529118164,0.400000000000006,0.4,0.899999999999999,55.7
"145","Green Kingfisher",-0.10931308997365,-2.80000000000001,-0.4,0.399999999999999,-1.7
"146","Rainbow Bee-eater",0.132573079182711,2.89999999999999,-0.0999999999999996,2,0.799999999999997
"147","European Bee-eater",0.0254097155253681,6,0.200000000000001,1.9,4.7
"148","Great Spotted Cuckoo",0.202645029765868,10,1.6,0.599999999999998,13
"149","Oriental Cuckoo",0.40978476925268,12,0.399999999999999,1.4,10.1
"150","Pallid Cuckoo",0.0445533421331135,1.5,-0.300000000000001,0.0999999999999979,2.80000000000001
"151","Fan-tailed Cuckoo",-0.00200601872686557,3.80000000000001,0.0999999999999979,0.100000000000001,5.09999999999999
"152","Little Bronze-Cuckoo",-0.075507552508145,2.09999999999999,-0.300000000000001,-0.599999999999998,3.3
"153","Gould's Bronze-Cuckoo",-0.0160861377516248,-0.799999999999997,-0.5,-1.4,-1.00000000000001
"154","Shining Bronze-Cuckoo",-0.0502197569790268,-0.399999999999991,-0.300000000000001,-0.0999999999999979,-0.0999999999999943
"155","Horsfield's Bronze-Cuckoo",-0.0994338969881867,2,0.100000000000001,-0.5,1.60000000000001
"156","Black-eared Cuckoo",-0.0909717782057267,1.5,-0.199999999999999,0,0.900000000000006
"157","Dideric Cuckoo",-0.227330577668426,-5,-0.300000000000001,-0.100000000000001,-1
"158","Asian Koel",0.018886666618446,2.59999999999999,-0.399999999999999,0.900000000000006,3.30000000000001
"159","Long-tailed Koel",-0.117783035656383,3.5,0.199999999999996,-0.100000000000001,6.60000000000002
"160","Channel-billed Cuckoo",0.0704867046573323,7.09999999999997,1.8,11.9,3.69999999999999
"161","Pheasant Coucal",-0.387091449419369,-23.7,-2.7,-3.1,-26.9
"162","Senegal Coucal",-0.0117648415795868,-7,-1,-1.4,-11
"163","White-browed Coucal",-0.117783035656384,-4,0,-1.5,-17
"164","Black-billed Cuckoo",-0.19209892963225,-4,-0.580000000000002,-0.16,-2.29999999999998
"165","Yellow-billed Cuckoo",-0.0626234232014715,-3.29999999999998,-0.439999999999998,-0.440000000000001,-3.29999999999998
"166","Mangrove Cuckoo",-0.0705468733536856,-0.400000000000006,0.289999999999999,-0.16,-1
"167","Groove-billed Ani",0.120952610417662,10,1,1.5,9
"168","Greater Roadrunner",0.108464321180128,0.300000000000011,2,2.1,17.6
"169","Rainbow Lorikeet",0.0552961755849628,4,0.5,0.699999999999999,0.0999999999999943
"170","Scaly-breasted Lorikeet",0.0356975151459649,2.30000000000001,0.0999999999999996,0.199999999999999,4.89999999999999
"171","Varied Lorikeet",0.00187090793581168,3.10000000000001,0.0999999999999996,0.300000000000001,5.7
"172","Musk Lorikeet",0.0735239168465514,2.7,0,0.399999999999999,0.799999999999997
"173","Little Lorikeet",-0.0126744408967281,2,0.0999999999999996,0.300000000000001,0.600000000000001
"174","Purple-crowned Lorikeet",-0.026727648905815,-0.299999999999997,0,0.0999999999999996,0.400000000000006
"175","Palm Cockatoo",0.146639278628049,4.80000000000001,2.2,17,-3.80000000000001
"176","White-tailed Black-Cockatoo",-0.0378049219656464,2,-0.699999999999999,0.600000000000001,-2
"177","Slender-billed Black-Cockatoo",0.0597784353741595,-9.30000000000001,-0.399999999999999,0.100000000000001,-4.59999999999997
"178","Yellow-tailed Black-Cockatoo",-0.090198267918149,3,0.799999999999997,1.3,-3.30000000000001
"179","Red-tailed Black-Cockatoo",0.00310916100414893,9,0,1.8,-9.60000000000002
"180","Glossy Black-Cockatoo",0.13177232293458,11.2,0.5,1.3,-2.10000000000002
"181","Galah",0.0799141944429227,7.70000000000002,0.5,1,1.19999999999999
"182","Pink Cockatoo",0.0784716154414955,-1.30000000000001,-0.5,-0.399999999999999,-0.700000000000017
"183","Sulphur-crested Cockatoo",0.0639660878717461,10.5,0.899999999999999,2.2,4.5
"184","Little Corella",0.141952172690612,14.1,1.7,2.9,7.70000000000002
"185","Western Corella",0.101179831571719,6.79999999999995,1.13,3.3,5.59999999999999
"186","Long-billed Corella",0.0741079721537217,7.69999999999999,0.799999999999997,1.5,1.2
"187","Cockatiel",-0.0103508687236555,4.10000000000002,-0.4,0.5,13.6
"188","Kea",0.204746867180653,6.10000000000002,0.700000000000003,4.8,-1.70000000000002
"189","New Zealand Kaka",0.135404637006204,4,0.600000000000001,6.5,-2.69999999999999
"190","Eclectus Parrot",0.00124743845811714,10.7,0.800000000000001,3.3,10.7
"191","Red-winged Parrot",-0.0169308424118064,0.199999999999989,-0.5,1.1,-14.2
"192","Superb Parrot",-0.00780745670547667,3.40000000000001,-0.199999999999999,0.600000000000001,17.6
"193","Regent Parrot",-0.0458693382568089,3.40000000000001,-0.400000000000002,-0.0999999999999979,17.6
"194","Alexandra's Parrot",-0.156825670276562,17.8,-0.0999999999999979,1.1,54.1
"195","Red-capped Parrot",0.0355785898903473,7.5,0.300000000000001,1.9,9.59999999999999
"196","Green Rosella",0.229726409080342,11.1,-0.200000000000003,1.9,7.19999999999999
"197","Crimson Rosella",0.110931560707281,6.40000000000001,0.5,1.5,6.89999999999998
"198","Northern Rosella",0.0693014658421234,3,0.5,0.799999999999999,6.80000000000001
"199","Pale-headed Rosella",-0.0268112574506567,4,0.299999999999997,1.2,7.10000000000002
"200","Eastern Rosella",-0.00288600488913549,2.30000000000001,0.300000000000001,1.6,4.90000000000001
"201","Western Rosella",0.0770215573393607,5.19999999999999,0.800000000000001,1,5.79999999999998
"202","Bluebonnet",0.168121890423996,10.6,1.2,1.2,14.8
"203","Red-rumped Parrot",-0.00162733965937623,5.10000000000001,-0.0999999999999996,0.5,10.7
"204","Mulga Parrot",0.017989037836073,5.5,0.199999999999999,0.5,6.59999999999999
"205","Hooded Parrot",0.193750252617578,3,0.5,0.600000000000001,8.79999999999998
"206","Antipodes Parakeet",0.227491710200282,4.59999999999999,1.4,3.6,-2.69999999999999
"207","Red-fronted Parakeet",0.189901981893732,5.90000000000001,0.599999999999998,2,8.99999999999999
"208","Yellow-fronted Parakeet",0.229511439596913,5.7,0.5,1.6,5.3
"209","Bourke's Parrot",0.069769570555124,4.7,0.399999999999999,0,4.90000000000001
"210","Blue-winged Parrot",-0.0449273415972509,2.59999999999999,0.200000000000001,0.299999999999999,5.3
"211","Elegant Parrot",-0.0796881606036992,2.90000000000001,0.199999999999999,0.5,8.59999999999999
"212","Rock Parrot",-0.00938974034983886,1.5,0.4,0.9,4
"213","Turquoise Parrot",0.0628225859220555,4,0.199999999999999,0.399999999999999,4.8
"214","Swift Parrot",0.00154679071829911,2.80000000000001,0.199999999999999,0.4,12.2
"215","Budgerigar",0.0172121288811216,1.7,0.300000000000001,0.0999999999999996,7.59999999999999
"216","Ground Parrot",-0.0127390257774298,1,0.300000000000001,1.5,0
"217","Kakapo",0.475845904869964,3.5,3.9,2.8,2
"218","Rose-ringed Parakeet",-0.124530431765547,5,-0.699999999999999,1.2,61
"219","White-throated Needletail",0.0678225963387611,2,0,0.0999999999999996,-1.3
"220","White-throated Swift",0,1.90000000000001,0.359999999999999,-0.0299999999999994,1.09999999999999
"221","Alpine Swift",-0.0416726964005685,1,-0.199999999999999,0.0999999999999996,3.7
"222","Common Swift",-0.0327898228229908,0,-0.4,0,1.5
"223","Fork-tailed Swift",-0.052825139381611,3,0.200000000000001,0.0999999999999996,1.3
"224","Ruby-throated Hummingbird",-0.111225635110224,-5.3,-0.04,-1.9,1.4
"225","Rufous Hummingbird",-0.0870113769896297,-3.3,-0.2,-0.699999999999999,-0.199999999999999
"226","Great Blue Turaco",-0.0828499061483781,16,4.5,0,-21
"227","Greater Sooty-Owl",-0.589366265817271,-39.8,-11.3,-3.3,-19.9
"228","Lesser Sooty-Owl",-0.413562318340784,-21.7,-2.8,-3.2,-9.60000000000001
"229","Great Horned Owl",-0.268714985565026,-13.5,-4.5,-2,-16
"230","Eurasian Eagle-Owl",-0.228841572428848,-38,-2.90000000000001,-4,-21
"231","Cape Eagle-Owl",-0.371526437596525,-20,-3.5,-2,-7
"232","Fraser's Eagle-Owl",-0.26035555940641,-19,-1,-2,-7
"233","Verreaux's Eagle-Owl",-0.432102467636463,-17,-1,0,-10
"234","Akun Eagle-Owl",-0.0831389180438569,-4,-2,0,-1
"235","Snowy Owl",-0.274007511431608,-39,-4.3,-3.6,-19
"236","Tawny Owl",-0.202272343213303,-11,-1.8,-1.5,-7
"237","Spotted Owl",-0.135472512612867,-8,-1.4,-0.900000000000006,-6
"238","Ural Owl",-0.388370674748865,-5,-2.5,-0.799999999999997,1
"239","Great Grey Owl",-0.293884516920028,-6,-1.2,-2.1,8.5
"240","African Wood-Owl",-0.190353728491218,0,0,-1,0
"241","Northern Hawk Owl",-0.169899036795397,-4,0.300000000000001,-1.1,-2.5
"242","Eurasian Pygmy-Owl",-0.230016430601972,-7.8,-0.899999999999999,-1.3,-5.8
"243","Pearl-spotted Owlet",-0.497838428239179,-2,0,0,-1
"244","African Barred Owlet",-0.0418471099355004,-1,0,0,0
"245","Boreal Owl",-0.502873295575496,-4,-0.400000000000002,-1.2,-6.09999999999999
"246","Saw-whet Owl",-0.526973610173973,-7.19999999999999,-1.2,-0.789999999999999,-3.4
"247","Rufous Owl",0.36216250519781,16.1,2.9,1.2,18
"248","Powerful Owl",0.144489101122065,11.7,0.399999999999999,1.59999999999999,7.5
"249","Barking Owl",0.160023422228289,12.2,1.6,-0.600000000000001,7
"250","Morepork",-0.121406016303704,-4.5,-0.400000000000006,-0.300000000000001,-4
"251","Long-eared Owl",-0.176582660124937,-5,-1.7,-1.5,-5
"252","Short-eared Owl",-0.115382074118846,-4,-1.7,-0.5,-5
"253","Marsh Owl",0.0298529631496818,-6,1,0.199999999999999,-4
"254","Australian Owlet-Nightjar",0,0,0,-0.4,-1.5
"255","Tawny Frogmouth",0.0330062964681694,18.5,0.699999999999999,3.5,9.40000000000001
"256","Papuan Frogmouth",0.116152511897129,15.8,0.699999999999999,2.9,1.80000000000001
"257","Pauraque",0.0207358984791783,12.1,2,-1,26.4
"258","Chuck-will's-widow",0.0183659891454875,4.90000000000001,0.5,0.800000000000001,4.69999999999999
"259","Whip-poor-will",-0.116235561046702,-2.30000000000001,0,-0.6,-0.5
"260","Red-necked Nightjar",0.0295006643966973,2,0.899999999999999,0.5,5
"261","Eurasian Nightjar",-0.126686738934557,1,-0.399999999999999,-0.0999999999999996,1
"262","Large-tailed Nightjar",-0.0862346779214578,0.199999999999989,-0.599999999999998,0.599999999999998,3
"263","Fiery-necked Nightjar",0.0147061473896954,-1,0,0.400000000000002,1
"264","Square-tailed Nightjar",0.0308772385644396,3,-0.300000000000001,-0.200000000000003,7
"265","Pennant-winged Nightjar",-0.130017100651054,37,1.7,0.900000000000002,16
"266","Rock Pigeon",0.0963311089384318,9,1.1,0.399999999999999,3.59999999999999
"267","Speckled Pigeon",0.0517619345585896,0,-0.100000000000001,1.2,-1
"268","Stock Pigeon",0.0756374142056204,6,0.400000000000002,0.5,4
"269","Pale-backed Pigeon",0.108633841002795,1,0.800000000000001,-0.100000000000001,2
"270","Common Wood-Pigeon",0.0159684031787313,2,0.0999999999999943,0.299999999999997,5
"271","White-headed Pigeon",0.00595310723472231,7.59999999999999,1.3,0.600000000000001,5.89999999999998
"272","European Turtle-Dove",-0.0806297344001097,7,0.700000000000003,0.800000000000001,3
"273","Laughing Dove",0.0591888713903312,3,1.1,-0.0999999999999996,4.2
"274","Spotted Dove",0.039905544173541,3.29999999999998,0.400000000000002,0.5,5.10000000000002
"275","Mourning Collared-Dove",0.0408219945202557,10,-1.2,1.2,5
"276","Eurasian Collared-Dove",0.0414567136783459,6,0.699999999999999,0.299999999999997,6
"277","Slender-billed Cuckoo-Dove",0.029600469776291,6.39999999999998,0.5,0.400000000000002,4.70000000000002
"278","Emerald Dove",0.00440206140063726,5.80000000000001,0.399999999999999,0.0999999999999979,2.3
"279","Common Bronzewing",0.0531883110622848,4.40000000000001,0.899999999999999,0.599999999999998,-3
"280","Brush Bronzewing",0.0724234065837406,5.29999999999998,1.3,0.600000000000001,0.600000000000001
"281","Flock Bronzewing",0.0262809039743317,7.30000000000001,0.700000000000003,-0.0999999999999979,3.2
"282","Spinifex Pigeon",0.0703586809412462,3.10000000000001,0.300000000000001,0.9,2.60000000000001
"283","Partridge Pigeon",0.0800427076735364,3.40000000000001,1.4,0.300000000000001,3.2
"284","Squatter Pigeon",0.0604604496541929,3.19999999999999,1.2,0.0999999999999996,2.8
"285","White-quilled Rock-Pigeon",0.0204785313435405,1.90000000000001,-0.0999999999999979,-0.199999999999999,5.2
"286","Chestnut-quilled Rock-Pigeon",0.0396402953049826,2.19999999999999,0.100000000000001,0.5,3.80000000000001
"287","Diamond Dove",0.0665856047592959,3.8,0.699999999999999,0.199999999999999,5.59999999999999
"288","Zebra Dove",0.0932879344235573,4.3,0.5,0.199999999999999,7
"289","Wonga Pigeon",-0.0893054914630396,2.79999999999998,2.2,-0.5,0.299999999999983
"290","Wompoo Fruit-Dove",0.11232918497392,6.19999999999999,0.299999999999997,-0.900000000000002,0.299999999999983
"291","Superb Fruit-Dove",0.0425596144187956,2.09999999999999,0.699999999999999,0,3.69999999999999
"292","Rose-crowned Fruit-Dove",0.162039070247278,7,0.5,0.5,5.3
"293","Pied Imperial-Pigeon",0.0526321860079682,5.19999999999999,0.5,-0.400000000000002,5.5
"294","Topknot Pigeon",-0.100688602297084,5.40000000000003,1,-0.299999999999999,3.39999999999998
"295","Great Bustard",1.14361838971094,131,33,6,29
"296","Kori Bustard",0.612750703469622,132.23,50.92,18.5,66
"297","Karoo Bustard",0.176477091457406,25.11,2.59999999999999,1.7,13
"298","Black-bellied Bustard",0.0879118723228798,26.16,-0.429999999999978,0.359999999999999,21
"299","Hartlaub's Bustard",0.538545948798956,26.97,3.92999999999999,-0.729999999999997,37
"300","Siberian Crane",0.154531862389932,32,16,14,11
"301","Sarus Crane",0.238896908269849,60.67,23.97,10,13.4
"302","Brolga",0.188541504085443,35,11.3,14.2,23.7
"303","Common Crane",0.124182269898414,36,20,7,10
"304","African Finfoot",0.617900645149902,28,5.2,4.7,17
